Full Course Name,Course Code
ED 4V95 Special Topics in Education (Topic: Exceptional Populations in the General Education Class),ED 4V95
HIST 3301 Historical Inquiry,HIST 3301
BIS 1100 Interdisciplinary Studies Freshman Seminar,BIS 1100
UNIV 1010 Freshman Seminar,UNIV 1010
COMM 1311 Survey of Oral and Technology-based Communication,COMM 1311
RHET 1302 Rhetoric,RHET 1302
MATH 2413 Differential Calculus,MATH 2413
or MATH 2417 Calculus I,MATH 2417
or MATH 1325 Applied Calculus I,MATH 1325
AMS 2341 American Studies for the Twenty-First Century,AMS 2341
or AMS 2300 American Popular Culture ,AMS 2300
or HUMA 1301 Exploration of the Humanities,HUMA 1301
ARTS 1301 Exploration of the Arts,ARTS 1301
HIST 1301 U.S. History Survey to Civil War,HIST 1301
HIST 1302 U.S. History Survey from Civil War,HIST 1302
GOVT 2305 American National Government,GOVT 2305
GOVT 2306 State and Local Government,GOVT 2306
MATH 2414 Integral Calculus,MATH 2414
or MATH 2419 Calculus II,MATH 2419
or MATH 1326 Applied Calculus II,MATH 1326
MATH 2415 Calculus of Several Variables,MATH 2415
BIS 3320 The Nature of Intellectual Inquiry,BIS 3320
ED 4694 Student Teaching Secondary,ED 4694
"MATH 2312 Precalculus, ",MATH 2312
"MATH 2333 Matrices, Vectors, and Their Application",MATH 2333
or MATH 2418 Linear Algebra,MATH 2418
MATH 3303 Introduction to Mathematical Modeling,MATH 3303
MATH 3305 Foundations of Measurement and Informal Geometry,MATH 3305
or MATH 3321 Geometry,MATH 3321
ED 3314 The American Public School,ED 3314
ED 3339 Educational Psychology for Teachers,ED 3339
or PSY 3339 Educational Psychology,PSY 3339
ED 4351 ESL for K-12 Teachers,ED 4351
ED 4353 Reading in Secondary Content,ED 4353
BIS 4306 Strategies for Diversity in Education ,BIS 4306
ED 4361 Classroom Management Secondary,ED 4361
MATH 3307 Mathematical Problem Solving for Teachers,MATH 3307
STAT 3360 Probability and Statistics for Management and Economics,STAT 3360
AMS 4300 Oral and Written Communication for the Classroom,AMS 4300
ED 4344 Mathematics Methods for Elementary Teachers,ED 4344
ED 4372 Educational Technology,ED 4372
ED 4V95 Special Topics in Education (Topic: Exceptional Populations in the General Education Class),ED 4V95
BIS 1100 Interdisciplinary Studies Freshman Seminar,BIS 1100
UNIV 1010 Freshman Seminar,UNIV 1010
COMM 1311 Survey of Oral and Technology-based Communication,COMM 1311
RHET 1302 Rhetoric,RHET 1302
MATH 1325 Applied Calculus I,MATH 1325
MATH 2413 Differential Calculus,MATH 2413
or MATH 2417 Calculus I,MATH 2417
BIOL 2311 Introduction to Modern Biology I,BIOL 2311
or BIOL 1300 Body Systems with Lab,BIOL 1300
BIOL 2312 Introduction to Modern Biology II,BIOL 2312
AMS 2341 American Studies for the Twenty-First Century,AMS 2341
or AMS 2300 American Popular Culture ,AMS 2300
or HUMA 1301 Exploration of the Humanities,HUMA 1301
HIST 1301 U.S. History Survey to Civil War,HIST 1301
HIST 1302 U.S. History Survey from Civil War,HIST 1302
GOVT 2305 American National Government,GOVT 2305
GOVT 2306 State and Local Government,GOVT 2306
MATH 1326 Applied Calculus II,MATH 1326
or MATH 2414 Integral Calculus,MATH 2414
or MATH 2419 Calculus II,MATH 2419
MATH 2415 Calculus of Several Variables,MATH 2415
BIS 3320 The Nature of Intellectual Inquiry,BIS 3320
ED 4694 Student Teaching Secondary,ED 4694
ISNS 3373 Our Nearest Neighbors in the Sky,ISNS 3373
ISNS 2367 The Oceans,ISNS 2367
or ISNS 2359 Earthquakes and Volcanoes,ISNS 2359
ISNS 2368 Weather and Climate,ISNS 2368
or ISNS 2366 Global Climate Change,ISNS 2366
"NATS 1311 The Universe, and Everything Else",NATS 1311
"or PHYS 1301 College Physics I, ",PHYS 1301
"GEOS 1303 Physical Geology, ",GEOS 1303
"GEOS 1304 History of Earth and Life, ",GEOS 1304
GEOS 2310 Environmental Geology,GEOS 2310
ED 3314 The American Public School,ED 3314
ED 3339 Educational Psychology for Teachers,ED 3339
or PSY 3339 Educational Psychology,PSY 3339
ED 4351 ESL for K-12 Teachers,ED 4351
ED 4353 Reading in Secondary Content,ED 4353
BIOL 2281 Modern Biology,BIOL 2281
CHEM 1311 General Chemistry I,CHEM 1311
CHEM 1111 General Chemistry Laboratory I,CHEM 1111
"CHEM 1312 General Chemistry II, ",CHEM 1312
ED 3371 Curriculum and Instruction in the Natural Sciences,ED 3371
ED 4361 Classroom Management Secondary,ED 4361
NSC 3361 Introduction to Neuroscience,NSC 3361
BIS 4306 Strategies for Diversity in Education,BIS 4306
CHEM 1112 General Chemistry Laboratory II,CHEM 1112
ED 4372 Educational Technology,ED 4372
ED 4V95 Special Topics in Education (Topic: Exceptional Populations in the General Education Class),ED 4V95
BIS 1100 Interdisciplinary Studies Freshman Seminar,BIS 1100
UNIV 1010 Freshman Seminar,UNIV 1010
